n_estimators50 max_depth10 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9953 (0.00079),0.9953 (0.00079),0.9941 (0.00105),0.9965 (0.00101),0.9906 (0.00158),0.9788 (0.00264),0.9788 (0.00260),0.9804 (0.00233),0.9772 (0.00454),0.9575 (0.00527),0.9761 (0.00200),0.9761 (0.00198),0.9779 (0.00216),0.9744 (0.00301),0.9522 (0.00400)
n_estimators50 max_depth10 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9950 (0.00027),0.9950 (0.00027),0.9945 (0.00079),0.9955 (0.00074),0.9900 (0.00054),0.9793 (0.00075),0.9794 (0.00072),0.9823 (0.00237),0.9765 (0.00288),0.9587 (0.00147),0.9771 (0.00150),0.9772 (0.00147),0.9792 (0.00054),0.9751 (0.00252),0.9543 (0.00298)
n_estimators50 max_depth10 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9908 (0.00133),0.9908 (0.00133),0.9916 (0.00138),0.9901 (0.00210),0.9817 (0.00266),0.9772 (0.00278),0.9773 (0.00274),0.9796 (0.00251),0.9750 (0.00456),0.9545 (0.00555),0.9740 (0.00193),0.9741 (0.00190),0.9761 (0.00178),0.9720 (0.00314),0.9480 (0.00384)
n_estimators50 max_depth10 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9950 (0.00027),0.9950 (0.00027),0.9945 (0.00079),0.9955 (0.00074),0.9900 (0.00054),0.9793 (0.00075),0.9794 (0.00072),0.9823 (0.00237),0.9765 (0.00288),0.9587 (0.00147),0.9771 (0.00150),0.9772 (0.00147),0.9792 (0.00054),0.9751 (0.00252),0.9543 (0.00298)
n_estimators50 max_depth10 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9909 (0.00105),0.9909 (0.00104),0.9918 (0.00130),0.9900 (0.00176),0.9818 (0.00209),0.9778 (0.00248),0.9778 (0.00246),0.9804 (0.00262),0.9753 (0.00339),0.9556 (0.00495),0.9747 (0.00179),0.9748 (0.00177),0.9771 (0.00194),0.9725 (0.00271),0.9494 (0.00357)
n_estimators50 max_depth10 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9950 (0.00027),0.9950 (0.00027),0.9945 (0.00079),0.9955 (0.00074),0.9900 (0.00054),0.9793 (0.00075),0.9794 (0.00072),0.9823 (0.00237),0.9765 (0.00288),0.9587 (0.00147),0.9771 (0.00150),0.9772 (0.00147),0.9792 (0.00054),0.9751 (0.00252),0.9543 (0.00298)
n_estimators50 max_depth10 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9911 (0.00109),0.9911 (0.00108),0.9921 (0.00133),0.9902 (0.00177),0.9823 (0.00217),0.9776 (0.00223),0.9777 (0.00221),0.9805 (0.00300),0.9749 (0.00377),0.9553 (0.00446),0.9741 (0.00170),0.9742 (0.00167),0.9765 (0.00213),0.9719 (0.00314),0.9483 (0.00339)
n_estimators50 max_depth5 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9738 (0.00130),0.9737 (0.00131),0.9710 (0.00176),0.9765 (0.00095),0.9476 (0.00260),0.9694 (0.00197),0.9694 (0.00205),0.9699 (0.00469),0.9690 (0.00141),0.9389 (0.00395),0.9638 (0.00158),0.9637 (0.00163),0.9609 (0.00311),0.9666 (0.00087),0.9277 (0.00314)
n_estimators50 max_depth5 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9737 (0.00157),0.9737 (0.00159),0.9713 (0.00260),0.9761 (0.00217),0.9475 (0.00314),0.9691 (0.00234),0.9691 (0.00236),0.9691 (0.00379),0.9692 (0.00286),0.9383 (0.00467),0.9634 (0.00185),0.9632 (0.00186),0.9600 (0.00288),0.9665 (0.00246),0.9268 (0.00369)
n_estimators50 max_depth5 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9744 (0.00106),0.9743 (0.00108),0.9714 (0.00172),0.9772 (0.00043),0.9488 (0.00211),0.9695 (0.00220),0.9695 (0.00227),0.9699 (0.00520),0.9692 (0.00217),0.9391 (0.00440),0.9642 (0.00147),0.9641 (0.00152),0.9612 (0.00286),0.9670 (0.00101),0.9284 (0.00293)
n_estimators50 max_depth5 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9736 (0.00151),0.9735 (0.00152),0.9709 (0.00195),0.9761 (0.00181),0.9471 (0.00302),0.9693 (0.00186),0.9693 (0.00188),0.9692 (0.00335),0.9694 (0.00257),0.9387 (0.00373),0.9632 (0.00168),0.9631 (0.00170),0.9594 (0.00255),0.9669 (0.00222),0.9265 (0.00336)
n_estimators50 max_depth5 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9740 (0.00065),0.9739 (0.00065),0.9711 (0.00054),0.9768 (0.00077),0.9480 (0.00130),0.9692 (0.00196),0.9692 (0.00202),0.9692 (0.00414),0.9692 (0.00122),0.9384 (0.00391),0.9635 (0.00104),0.9634 (0.00107),0.9603 (0.00194),0.9666 (0.00029),0.9271 (0.00206)
n_estimators50 max_depth5 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9737 (0.00191),0.9736 (0.00193),0.9705 (0.00257),0.9767 (0.00190),0.9474 (0.00382),0.9692 (0.00245),0.9692 (0.00247),0.9681 (0.00367),0.9703 (0.00306),0.9385 (0.00491),0.9634 (0.00189),0.9633 (0.00191),0.9592 (0.00279),0.9674 (0.00219),0.9269 (0.00377)
n_estimators50 max_depth5 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9734 (0.00181),0.9733 (0.00182),0.9710 (0.00209),0.9756 (0.00158),0.9468 (0.00362),0.9694 (0.00172),0.9694 (0.00180),0.9694 (0.00469),0.9694 (0.00141),0.9389 (0.00345),0.9634 (0.00138),0.9633 (0.00144),0.9597 (0.00279),0.9669 (0.00026),0.9269 (0.00274)
n_estimators50 max_depth5 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9739 (0.00180),0.9739 (0.00181),0.9714 (0.00252),0.9764 (0.00224),0.9479 (0.00360),0.9691 (0.00219),0.9690 (0.00219),0.9685 (0.00365),0.9696 (0.00361),0.9381 (0.00438),0.9636 (0.00160),0.9635 (0.00161),0.9604 (0.00264),0.9666 (0.00232),0.9272 (0.00320)
n_estimators50 max_depth5 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9734 (0.00181),0.9733 (0.00182),0.9710 (0.00209),0.9756 (0.00158),0.9468 (0.00362),0.9694 (0.00172),0.9694 (0.00180),0.9694 (0.00469),0.9694 (0.00141),0.9389 (0.00345),0.9634 (0.00138),0.9633 (0.00144),0.9597 (0.00279),0.9669 (0.00026),0.9269 (0.00274)
n_estimators50 max_depth5 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9733 (0.00167),0.9732 (0.00169),0.9706 (0.00253),0.9759 (0.00207),0.9466 (0.00335),0.9691 (0.00169),0.9691 (0.00171),0.9686 (0.00354),0.9695 (0.00256),0.9382 (0.00337),0.9634 (0.00155),0.9633 (0.00157),0.9596 (0.00260),0.9669 (0.00205),0.9268 (0.00309)
n_estimators50 max_depth5 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9732 (0.00123),0.9732 (0.00122),0.9707 (0.00091),0.9756 (0.00155),0.9465 (0.00246),0.9689 (0.00156),0.9689 (0.00163),0.9688 (0.00394),0.9690 (0.00075),0.9378 (0.00312),0.9635 (0.00108),0.9634 (0.00112),0.9599 (0.00201),0.9669 (0.00067),0.9271 (0.00216)
n_estimators50 max_depth5 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9737 (0.00191),0.9736 (0.00192),0.9714 (0.00256),0.9758 (0.00224),0.9474 (0.00381),0.9690 (0.00217),0.9690 (0.00216),0.9692 (0.00362),0.9688 (0.00362),0.9380 (0.00434),0.9638 (0.00154),0.9637 (0.00154),0.9604 (0.00223),0.9669 (0.00236),0.9276 (0.00308)
n_estimators50 max_depth5 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9743 (0.00108),0.9743 (0.00109),0.9714 (0.00168),0.9771 (0.00078),0.9487 (0.00214),0.9687 (0.00310),0.9687 (0.00316),0.9692 (0.00569),0.9682 (0.00253),0.9374 (0.00621),0.9642 (0.00116),0.9640 (0.00119),0.9595 (0.00237),0.9685 (0.00146),0.9284 (0.00230)
n_estimators50 max_depth5 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9735 (0.00194),0.9734 (0.00195),0.9714 (0.00294),0.9754 (0.00225),0.9470 (0.00387),0.9696 (0.00173),0.9696 (0.00173),0.9692 (0.00321),0.9699 (0.00334),0.9392 (0.00347),0.9643 (0.00167),0.9642 (0.00171),0.9608 (0.00317),0.9676 (0.00213),0.9287 (0.00333)
n_estimators50 max_depth5 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9743 (0.00108),0.9743 (0.00109),0.9714 (0.00168),0.9771 (0.00078),0.9487 (0.00214),0.9687 (0.00310),0.9687 (0.00316),0.9692 (0.00569),0.9682 (0.00253),0.9374 (0.00621),0.9642 (0.00116),0.9640 (0.00119),0.9595 (0.00237),0.9685 (0.00146),0.9284 (0.00230)
n_estimators50 max_depth5 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9734 (0.00121),0.9733 (0.00123),0.9711 (0.00275),0.9756 (0.00198),0.9468 (0.00242),0.9697 (0.00171),0.9697 (0.00166),0.9690 (0.00293),0.9703 (0.00432),0.9394 (0.00343),0.9639 (0.00159),0.9637 (0.00159),0.9605 (0.00262),0.9670 (0.00284),0.9277 (0.00319)
n_estimators50 max_depth5 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9743 (0.00108),0.9743 (0.00109),0.9714 (0.00168),0.9771 (0.00078),0.9487 (0.00214),0.9687 (0.00310),0.9687 (0.00316),0.9692 (0.00569),0.9682 (0.00253),0.9374 (0.00621),0.9642 (0.00116),0.9640 (0.00119),0.9595 (0.00237),0.9685 (0.00146),0.9284 (0.00230)
n_estimators50 max_depth5 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9734 (0.00203),0.9734 (0.00205),0.9710 (0.00298),0.9757 (0.00239),0.9469 (0.00406),0.9700 (0.00232),0.9700 (0.00232),0.9698 (0.00374),0.9702 (0.00373),0.9401 (0.00465),0.9637 (0.00169),0.9636 (0.00170),0.9602 (0.00271),0.9671 (0.00244),0.9275 (0.00337)
n_estimators50 max_depth8 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9943 (0.00056),0.9943 (0.00057),0.9907 (0.00079),0.9979 (0.00054),0.9886 (0.00112),0.9793 (0.00142),0.9793 (0.00141),0.9791 (0.00137),0.9795 (0.00254),0.9587 (0.00284),0.9756 (0.00089),0.9756 (0.00086),0.9746 (0.00054),0.9767 (0.00225),0.9513 (0.00179)
n_estimators50 max_depth8 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9919 (0.00087),0.9919 (0.00087),0.9891 (0.00126),0.9947 (0.00103),0.9839 (0.00173),0.9767 (0.00283),0.9767 (0.00282),0.9773 (0.00338),0.9761 (0.00413),0.9533 (0.00566),0.9729 (0.00181),0.9729 (0.00180),0.9726 (0.00222),0.9732 (0.00271),0.9459 (0.00361)
n_estimators50 max_depth8 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9938 (0.00071),0.9938 (0.00071),0.9904 (0.00075),0.9971 (0.00069),0.9876 (0.00142),0.9785 (0.00268),0.9785 (0.00267),0.9793 (0.00244),0.9777 (0.00300),0.9570 (0.00537),0.9755 (0.00209),0.9755 (0.00210),0.9749 (0.00284),0.9761 (0.00193),0.9511 (0.00418)
n_estimators50 max_depth8 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9917 (0.00115),0.9916 (0.00116),0.9887 (0.00166),0.9946 (0.00107),0.9833 (0.00230),0.9766 (0.00287),0.9766 (0.00286),0.9768 (0.00311),0.9764 (0.00404),0.9532 (0.00575),0.9727 (0.00225),0.9727 (0.00225),0.9721 (0.00286),0.9733 (0.00300),0.9455 (0.00451)
n_estimators50 max_depth8 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9928 (0.00039),0.9928 (0.00040),0.9896 (0.00137),0.9960 (0.00059),0.9856 (0.00078),0.9771 (0.00336),0.9771 (0.00335),0.9760 (0.00314),0.9782 (0.00458),0.9543 (0.00673),0.9735 (0.00030),0.9734 (0.00026),0.9715 (0.00186),0.9754 (0.00223),0.9470 (0.00061)
n_estimators50 max_depth8 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9913 (0.00093),0.9913 (0.00093),0.9889 (0.00156),0.9937 (0.00109),0.9826 (0.00185),0.9764 (0.00252),0.9764 (0.00250),0.9770 (0.00293),0.9758 (0.00433),0.9527 (0.00505),0.9733 (0.00218),0.9733 (0.00217),0.9726 (0.00255),0.9740 (0.00279),0.9467 (0.00435)
n_estimators50 max_depth8 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9927 (0.00049),0.9926 (0.00049),0.9895 (0.00075),0.9959 (0.00026),0.9854 (0.00097),0.9773 (0.00276),0.9773 (0.00277),0.9774 (0.00363),0.9772 (0.00285),0.9547 (0.00553),0.9741 (0.00157),0.9740 (0.00159),0.9734 (0.00262),0.9747 (0.00103),0.9481 (0.00313)
n_estimators50 max_depth8 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9904 (0.00122),0.9904 (0.00122),0.9884 (0.00151),0.9925 (0.00166),0.9809 (0.00244),0.9766 (0.00277),0.9766 (0.00275),0.9775 (0.00332),0.9758 (0.00434),0.9532 (0.00554),0.9732 (0.00207),0.9732 (0.00206),0.9733 (0.00245),0.9732 (0.00299),0.9465 (0.00414)
n_estimators50 max_depth8 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9927 (0.00049),0.9926 (0.00049),0.9895 (0.00075),0.9959 (0.00026),0.9854 (0.00097),0.9773 (0.00276),0.9773 (0.00277),0.9774 (0.00363),0.9772 (0.00285),0.9547 (0.00553),0.9741 (0.00157),0.9740 (0.00159),0.9734 (0.00262),0.9747 (0.00103),0.9481 (0.00313)
n_estimators50 max_depth8 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9906 (0.00093),0.9906 (0.00093),0.9884 (0.00172),0.9927 (0.00113),0.9812 (0.00185),0.9765 (0.00225),0.9765 (0.00224),0.9770 (0.00296),0.9760 (0.00355),0.9529 (0.00451),0.9729 (0.00206),0.9729 (0.00207),0.9726 (0.00278),0.9732 (0.00244),0.9459 (0.00413)
n_estimators50 max_depth8 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9929 (0.00013),0.9929 (0.00013),0.9903 (0.00060),0.9954 (0.00039),0.9858 (0.00025),0.9770 (0.00299),0.9770 (0.00297),0.9777 (0.00260),0.9764 (0.00432),0.9540 (0.00599),0.9742 (0.00101),0.9742 (0.00101),0.9736 (0.00164),0.9748 (0.00171),0.9485 (0.00202)
n_estimators50 max_depth8 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9903 (0.00118),0.9903 (0.00118),0.9882 (0.00161),0.9924 (0.00133),0.9807 (0.00235),0.9766 (0.00280),0.9766 (0.00277),0.9777 (0.00275),0.9755 (0.00471),0.9532 (0.00560),0.9732 (0.00217),0.9732 (0.00215),0.9729 (0.00229),0.9734 (0.00340),0.9463 (0.00434)
n_estimators50 max_depth8 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9901 (0.00178),0.9901 (0.00178),0.9880 (0.00137),0.9923 (0.00220),0.9803 (0.00357),0.9765 (0.00172),0.9765 (0.00168),0.9764 (0.00166),0.9766 (0.00361),0.9530 (0.00343),0.9732 (0.00208),0.9732 (0.00206),0.9728 (0.00230),0.9736 (0.00334),0.9465 (0.00415)
n_estimators50 max_depth8 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9871 (0.00105),0.9871 (0.00105),0.9867 (0.00148),0.9875 (0.00167),0.9741 (0.00210),0.9759 (0.00304),0.9760 (0.00302),0.9772 (0.00294),0.9748 (0.00425),0.9519 (0.00608),0.9720 (0.00221),0.9720 (0.00219),0.9724 (0.00246),0.9716 (0.00320),0.9441 (0.00441)
n_estimators50 max_depth8 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9901 (0.00178),0.9901 (0.00178),0.9880 (0.00137),0.9923 (0.00220),0.9803 (0.00357),0.9765 (0.00172),0.9765 (0.00168),0.9764 (0.00166),0.9766 (0.00361),0.9530 (0.00343),0.9732 (0.00208),0.9732 (0.00206),0.9728 (0.00230),0.9736 (0.00334),0.9465 (0.00415)
n_estimators50 max_depth8 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9869 (0.00108),0.9869 (0.00108),0.9864 (0.00156),0.9874 (0.00145),0.9738 (0.00215),0.9756 (0.00253),0.9756 (0.00251),0.9769 (0.00293),0.9743 (0.00391),0.9512 (0.00505),0.9723 (0.00187),0.9723 (0.00186),0.9727 (0.00240),0.9720 (0.00293),0.9447 (0.00375)
n_estimators50 max_depth8 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9901 (0.00178),0.9901 (0.00178),0.9880 (0.00137),0.9923 (0.00220),0.9803 (0.00357),0.9765 (0.00172),0.9765 (0.00168),0.9764 (0.00166),0.9766 (0.00361),0.9530 (0.00343),0.9732 (0.00208),0.9732 (0.00206),0.9728 (0.00230),0.9736 (0.00334),0.9465 (0.00415)
n_estimators50 max_depth8 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9872 (0.00150),0.9872 (0.00150),0.9869 (0.00183),0.9875 (0.00183),0.9744 (0.00300),0.9760 (0.00225),0.9760 (0.00223),0.9778 (0.00254),0.9743 (0.00369),0.9520 (0.00451),0.9723 (0.00215),0.9724 (0.00214),0.9729 (0.00268),0.9718 (0.00304),0.9447 (0.00430)
