n_estimators2000 max_depth5 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9763 (0.00066),0.9763 (0.00065),0.9733 (0.00083),0.9792 (0.00148),0.9527 (0.00133),0.9714 (0.00122),0.9714 (0.00120),0.9705 (0.00060),0.9723 (0.00204),0.9429 (0.00244),0.9649 (0.00131),0.9648 (0.00129),0.9595 (0.00068),0.9701 (0.00192),0.9300 (0.00263)
n_estimators2000 max_depth5 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9753 (0.00059),0.9752 (0.00060),0.9724 (0.00127),0.9780 (0.00071),0.9506 (0.00117),0.9714 (0.00168),0.9713 (0.00167),0.9699 (0.00175),0.9728 (0.00202),0.9427 (0.00335),0.9647 (0.00093),0.9646 (0.00092),0.9600 (0.00082),0.9692 (0.00146),0.9295 (0.00186)
n_estimators2000 max_depth5 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9762 (0.00042),0.9761 (0.00041),0.9733 (0.00091),0.9789 (0.00124),0.9524 (0.00083),0.9716 (0.00133),0.9716 (0.00131),0.9707 (0.00079),0.9725 (0.00193),0.9433 (0.00265),0.9649 (0.00122),0.9648 (0.00120),0.9595 (0.00052),0.9701 (0.00193),0.9300 (0.00246)
n_estimators2000 max_depth5 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9754 (0.00038),0.9754 (0.00039),0.9725 (0.00115),0.9782 (0.00081),0.9509 (0.00076),0.9712 (0.00180),0.9712 (0.00180),0.9696 (0.00182),0.9728 (0.00207),0.9425 (0.00359),0.9647 (0.00081),0.9645 (0.00079),0.9600 (0.00054),0.9691 (0.00157),0.9295 (0.00163)
n_estimators2000 max_depth5 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9758 (0.00039),0.9757 (0.00040),0.9730 (0.00091),0.9784 (0.00090),0.9515 (0.00079),0.9710 (0.00156),0.9710 (0.00156),0.9694 (0.00166),0.9725 (0.00158),0.9420 (0.00311),0.9650 (0.00127),0.9648 (0.00126),0.9596 (0.00091),0.9701 (0.00182),0.9301 (0.00256)
n_estimators2000 max_depth5 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9749 (0.00055),0.9749 (0.00056),0.9722 (0.00116),0.9776 (0.00082),0.9499 (0.00111),0.9714 (0.00171),0.9713 (0.00171),0.9697 (0.00176),0.9729 (0.00224),0.9427 (0.00343),0.9647 (0.00095),0.9645 (0.00093),0.9598 (0.00069),0.9693 (0.00177),0.9295 (0.00191)
n_estimators2000 max_depth5 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9758 (0.00039),0.9757 (0.00040),0.9730 (0.00091),0.9784 (0.00090),0.9515 (0.00079),0.9710 (0.00156),0.9710 (0.00156),0.9694 (0.00166),0.9725 (0.00158),0.9420 (0.00311),0.9650 (0.00127),0.9648 (0.00126),0.9596 (0.00091),0.9701 (0.00182),0.9301 (0.00256)
n_estimators2000 max_depth5 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9749 (0.00075),0.9749 (0.00076),0.9722 (0.00148),0.9776 (0.00094),0.9499 (0.00149),0.9713 (0.00173),0.9712 (0.00173),0.9698 (0.00185),0.9727 (0.00197),0.9426 (0.00345),0.9648 (0.00098),0.9647 (0.00097),0.9601 (0.00081),0.9693 (0.00164),0.9297 (0.00198)
n_estimators2000 max_depth5 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9758 (0.00039),0.9757 (0.00040),0.9730 (0.00091),0.9784 (0.00090),0.9515 (0.00079),0.9710 (0.00156),0.9710 (0.00156),0.9694 (0.00166),0.9725 (0.00158),0.9420 (0.00311),0.9650 (0.00127),0.9648 (0.00126),0.9596 (0.00091),0.9701 (0.00182),0.9301 (0.00256)
n_estimators2000 max_depth5 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9748 (0.00053),0.9747 (0.00054),0.9720 (0.00114),0.9775 (0.00095),0.9496 (0.00106),0.9713 (0.00165),0.9712 (0.00166),0.9696 (0.00175),0.9730 (0.00186),0.9426 (0.00331),0.9648 (0.00088),0.9646 (0.00087),0.9600 (0.00079),0.9692 (0.00155),0.9296 (0.00177)
n_estimators2000 max_depth8 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9946 (0.00022),0.9946 (0.00022),0.9916 (0.00060),0.9977 (0.00054),0.9893 (0.00045),0.9789 (0.00215),0.9789 (0.00214),0.9795 (0.00233),0.9783 (0.00289),0.9578 (0.00430),0.9763 (0.00118),0.9763 (0.00119),0.9754 (0.00190),0.9771 (0.00188),0.9526 (0.00237)
n_estimators2000 max_depth8 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9933 (0.00061),0.9933 (0.00061),0.9910 (0.00053),0.9956 (0.00094),0.9866 (0.00122),0.9780 (0.00287),0.9780 (0.00284),0.9790 (0.00246),0.9771 (0.00455),0.9561 (0.00574),0.9754 (0.00127),0.9754 (0.00124),0.9755 (0.00087),0.9752 (0.00249),0.9507 (0.00253)
n_estimators2000 max_depth8 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9944 (0.00007),0.9943 (0.00007),0.9915 (0.00045),0.9972 (0.00054),0.9887 (0.00015),0.9787 (0.00288),0.9787 (0.00286),0.9791 (0.00258),0.9783 (0.00408),0.9574 (0.00576),0.9763 (0.00115),0.9763 (0.00115),0.9754 (0.00142),0.9771 (0.00153),0.9526 (0.00229)
n_estimators2000 max_depth8 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9931 (0.00065),0.9931 (0.00065),0.9910 (0.00052),0.9953 (0.00098),0.9863 (0.00130),0.9781 (0.00267),0.9781 (0.00264),0.9790 (0.00244),0.9773 (0.00443),0.9562 (0.00534),0.9755 (0.00125),0.9755 (0.00122),0.9756 (0.00084),0.9755 (0.00246),0.9510 (0.00249)
n_estimators2000 max_depth8 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9940 (0.00020),0.9940 (0.00020),0.9915 (0.00045),0.9966 (0.00015),0.9881 (0.00039),0.9790 (0.00269),0.9790 (0.00267),0.9800 (0.00260),0.9781 (0.00361),0.9581 (0.00538),0.9761 (0.00130),0.9761 (0.00131),0.9755 (0.00172),0.9766 (0.00133),0.9521 (0.00260)
n_estimators2000 max_depth8 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9927 (0.00052),0.9927 (0.00052),0.9907 (0.00056),0.9947 (0.00080),0.9855 (0.00104),0.9779 (0.00275),0.9779 (0.00272),0.9789 (0.00238),0.9769 (0.00457),0.9558 (0.00551),0.9754 (0.00122),0.9754 (0.00119),0.9756 (0.00098),0.9751 (0.00253),0.9507 (0.00243)
n_estimators2000 max_depth8 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9938 (0.00020),0.9938 (0.00020),0.9910 (0.00030),0.9965 (0.00045),0.9876 (0.00040),0.9781 (0.00308),0.9781 (0.00307),0.9791 (0.00288),0.9771 (0.00383),0.9562 (0.00616),0.9761 (0.00125),0.9761 (0.00124),0.9759 (0.00127),0.9764 (0.00180),0.9522 (0.00249)
n_estimators2000 max_depth8 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9920 (0.00057),0.9920 (0.00057),0.9903 (0.00058),0.9938 (0.00108),0.9841 (0.00114),0.9779 (0.00274),0.9779 (0.00271),0.9790 (0.00242),0.9768 (0.00446),0.9557 (0.00547),0.9752 (0.00124),0.9752 (0.00121),0.9754 (0.00099),0.9750 (0.00255),0.9504 (0.00248)
n_estimators2000 max_depth8 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9938 (0.00020),0.9938 (0.00020),0.9910 (0.00030),0.9965 (0.00045),0.9876 (0.00040),0.9781 (0.00308),0.9781 (0.00307),0.9791 (0.00288),0.9771 (0.00383),0.9562 (0.00616),0.9761 (0.00125),0.9761 (0.00124),0.9759 (0.00127),0.9764 (0.00180),0.9522 (0.00249)
n_estimators2000 max_depth8 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9921 (0.00059),0.9921 (0.00058),0.9904 (0.00050),0.9938 (0.00101),0.9842 (0.00117),0.9779 (0.00273),0.9779 (0.00270),0.9790 (0.00243),0.9769 (0.00447),0.9558 (0.00546),0.9752 (0.00141),0.9752 (0.00138),0.9755 (0.00101),0.9750 (0.00274),0.9505 (0.00282)
n_estimators2000 max_depth8 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9936 (0.00015),0.9936 (0.00015),0.9910 (0.00015),0.9961 (0.00039),0.9872 (0.00030),0.9786 (0.00290),0.9786 (0.00288),0.9793 (0.00260),0.9779 (0.00416),0.9572 (0.00581),0.9763 (0.00104),0.9763 (0.00104),0.9759 (0.00158),0.9768 (0.00176),0.9527 (0.00209)
n_estimators2000 max_depth8 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9918 (0.00065),0.9918 (0.00064),0.9902 (0.00044),0.9933 (0.00127),0.9836 (0.00130),0.9778 (0.00270),0.9778 (0.00267),0.9790 (0.00235),0.9767 (0.00426),0.9556 (0.00540),0.9753 (0.00151),0.9753 (0.00148),0.9754 (0.00093),0.9752 (0.00281),0.9506 (0.00302)
n_estimators2000 max_depth8 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9915 (0.00065),0.9914 (0.00065),0.9899 (0.00068),0.9930 (0.00089),0.9829 (0.00129),0.9778 (0.00264),0.9778 (0.00262),0.9783 (0.00260),0.9773 (0.00383),0.9555 (0.00528),0.9751 (0.00165),0.9751 (0.00163),0.9747 (0.00157),0.9754 (0.00254),0.9501 (0.00329)
n_estimators2000 max_depth8 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9882 (0.00068),0.9882 (0.00067),0.9884 (0.00055),0.9880 (0.00133),0.9764 (0.00136),0.9774 (0.00237),0.9774 (0.00234),0.9790 (0.00242),0.9758 (0.00387),0.9547 (0.00473),0.9740 (0.00148),0.9740 (0.00145),0.9745 (0.00121),0.9734 (0.00274),0.9479 (0.00296)
n_estimators2000 max_depth8 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9915 (0.00065),0.9914 (0.00065),0.9899 (0.00068),0.9930 (0.00089),0.9829 (0.00129),0.9778 (0.00264),0.9778 (0.00262),0.9783 (0.00260),0.9773 (0.00383),0.9555 (0.00528),0.9751 (0.00165),0.9751 (0.00163),0.9747 (0.00157),0.9754 (0.00254),0.9501 (0.00329)
n_estimators2000 max_depth8 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9880 (0.00061),0.9880 (0.00061),0.9882 (0.00049),0.9879 (0.00126),0.9761 (0.00123),0.9773 (0.00244),0.9773 (0.00242),0.9788 (0.00251),0.9758 (0.00412),0.9545 (0.00488),0.9739 (0.00150),0.9739 (0.00147),0.9746 (0.00125),0.9734 (0.00281),0.9479 (0.00299)
n_estimators2000 max_depth8 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9915 (0.00065),0.9914 (0.00065),0.9899 (0.00068),0.9930 (0.00089),0.9829 (0.00129),0.9778 (0.00264),0.9778 (0.00262),0.9783 (0.00260),0.9773 (0.00383),0.9555 (0.00528),0.9751 (0.00165),0.9751 (0.00163),0.9747 (0.00157),0.9754 (0.00254),0.9501 (0.00329)
n_estimators2000 max_depth8 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9881 (0.00061),0.9881 (0.00060),0.9883 (0.00055),0.9878 (0.00125),0.9762 (0.00122),0.9773 (0.00245),0.9773 (0.00243),0.9790 (0.00249),0.9757 (0.00399),0.9546 (0.00490),0.9738 (0.00132),0.9738 (0.00129),0.9745 (0.00107),0.9732 (0.00264),0.9477 (0.00264)
n_estimators200 max_depth10 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9986 (0.00045),0.9986 (0.00045),0.9972 (0.00089),1.0000 (0.00000),0.9972 (0.00089),0.9812 (0.00223),0.9813 (0.00222),0.9825 (0.00294),0.9800 (0.00357),0.9625 (0.00445),0.9794 (0.00110),0.9795 (0.00110),0.9809 (0.00194),0.9780 (0.00177),0.9589 (0.00221)
n_estimators200 max_depth10 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9979 (0.00034),0.9979 (0.00034),0.9959 (0.00066),0.9999 (0.00017),0.9957 (0.00067),0.9807 (0.00203),0.9807 (0.00201),0.9824 (0.00264),0.9790 (0.00386),0.9614 (0.00406),0.9780 (0.00104),0.9780 (0.00104),0.9797 (0.00194),0.9764 (0.00207),0.9560 (0.00208)
n_estimators200 max_depth10 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9985 (0.00032),0.9985 (0.00033),0.9969 (0.00065),1.0000 (0.00000),0.9969 (0.00065),0.9813 (0.00246),0.9814 (0.00244),0.9836 (0.00237),0.9792 (0.00395),0.9627 (0.00492),0.9795 (0.00156),0.9795 (0.00155),0.9814 (0.00187),0.9776 (0.00201),0.9590 (0.00311)
n_estimators200 max_depth10 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9977 (0.00041),0.9977 (0.00041),0.9956 (0.00074),0.9997 (0.00035),0.9953 (0.00081),0.9804 (0.00229),0.9804 (0.00228),0.9822 (0.00276),0.9786 (0.00365),0.9607 (0.00458),0.9780 (0.00121),0.9780 (0.00120),0.9800 (0.00182),0.9761 (0.00231),0.9560 (0.00242)
n_estimators200 max_depth10 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9983 (0.00032),0.9983 (0.00033),0.9967 (0.00054),0.9999 (0.00015),0.9966 (0.00065),0.9817 (0.00134),0.9817 (0.00130),0.9829 (0.00179),0.9805 (0.00379),0.9633 (0.00268),0.9803 (0.00027),0.9804 (0.00030),0.9821 (0.00220),0.9787 (0.00163),0.9607 (0.00055)
n_estimators200 max_depth10 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9970 (0.00043),0.9970 (0.00043),0.9954 (0.00061),0.9987 (0.00062),0.9940 (0.00087),0.9805 (0.00234),0.9805 (0.00232),0.9824 (0.00242),0.9787 (0.00399),0.9610 (0.00468),0.9780 (0.00120),0.9781 (0.00118),0.9798 (0.00151),0.9764 (0.00250),0.9561 (0.00240)
n_estimators200 max_depth10 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9983 (0.00020),0.9983 (0.00020),0.9967 (0.00030),0.9999 (0.00015),0.9966 (0.00039),0.9823 (0.00161),0.9823 (0.00161),0.9840 (0.00260),0.9807 (0.00248),0.9646 (0.00323),0.9800 (0.00073),0.9800 (0.00074),0.9822 (0.00197),0.9779 (0.00160),0.9600 (0.00147)
n_estimators200 max_depth10 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9964 (0.00046),0.9964 (0.00046),0.9952 (0.00059),0.9976 (0.00063),0.9927 (0.00093),0.9800 (0.00260),0.9800 (0.00258),0.9822 (0.00297),0.9779 (0.00410),0.9600 (0.00519),0.9778 (0.00102),0.9778 (0.00100),0.9799 (0.00177),0.9758 (0.00233),0.9556 (0.00203)
n_estimators200 max_depth10 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9983 (0.00020),0.9983 (0.00020),0.9967 (0.00030),0.9999 (0.00015),0.9966 (0.00039),0.9823 (0.00161),0.9823 (0.00161),0.9840 (0.00260),0.9807 (0.00248),0.9646 (0.00323),0.9800 (0.00073),0.9800 (0.00074),0.9822 (0.00197),0.9779 (0.00160),0.9600 (0.00147)
n_estimators200 max_depth10 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9964 (0.00040),0.9964 (0.00040),0.9953 (0.00054),0.9976 (0.00046),0.9929 (0.00079),0.9803 (0.00244),0.9804 (0.00242),0.9823 (0.00275),0.9785 (0.00390),0.9607 (0.00488),0.9780 (0.00115),0.9780 (0.00114),0.9802 (0.00186),0.9759 (0.00234),0.9560 (0.00229)
n_estimators200 max_depth10 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9983 (0.00039),0.9983 (0.00039),0.9966 (0.00065),0.9999 (0.00015),0.9965 (0.00077),0.9821 (0.00194),0.9821 (0.00192),0.9842 (0.00186),0.9801 (0.00292),0.9642 (0.00387),0.9799 (0.00100),0.9799 (0.00103),0.9817 (0.00272),0.9782 (0.00100),0.9597 (0.00202)
n_estimators200 max_depth10 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9960 (0.00032),0.9960 (0.00032),0.9951 (0.00059),0.9969 (0.00050),0.9920 (0.00065),0.9800 (0.00235),0.9801 (0.00233),0.9825 (0.00291),0.9777 (0.00376),0.9601 (0.00469),0.9776 (0.00115),0.9776 (0.00114),0.9796 (0.00182),0.9756 (0.00216),0.9552 (0.00230)
n_estimators200 max_depth10 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9959 (0.00013),0.9959 (0.00013),0.9957 (0.00015),0.9961 (0.00015),0.9918 (0.00026),0.9801 (0.00224),0.9801 (0.00224),0.9825 (0.00336),0.9778 (0.00239),0.9602 (0.00448),0.9782 (0.00066),0.9783 (0.00064),0.9810 (0.00068),0.9756 (0.00166),0.9565 (0.00132)
n_estimators200 max_depth10 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9922 (0.00067),0.9922 (0.00066),0.9934 (0.00075),0.9909 (0.00142),0.9843 (0.00133),0.9793 (0.00217),0.9794 (0.00215),0.9822 (0.00245),0.9765 (0.00379),0.9586 (0.00434),0.9763 (0.00133),0.9764 (0.00130),0.9795 (0.00148),0.9733 (0.00271),0.9526 (0.00264)
n_estimators200 max_depth10 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9959 (0.00013),0.9959 (0.00013),0.9957 (0.00015),0.9961 (0.00015),0.9918 (0.00026),0.9801 (0.00224),0.9801 (0.00224),0.9825 (0.00336),0.9778 (0.00239),0.9602 (0.00448),0.9782 (0.00066),0.9783 (0.00064),0.9810 (0.00068),0.9756 (0.00166),0.9565 (0.00132)
n_estimators200 max_depth10 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9921 (0.00079),0.9921 (0.00078),0.9934 (0.00086),0.9909 (0.00162),0.9842 (0.00158),0.9791 (0.00254),0.9792 (0.00252),0.9821 (0.00301),0.9764 (0.00408),0.9583 (0.00507),0.9761 (0.00139),0.9762 (0.00137),0.9789 (0.00127),0.9735 (0.00247),0.9522 (0.00277)
n_estimators200 max_depth10 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9959 (0.00013),0.9959 (0.00013),0.9957 (0.00015),0.9961 (0.00015),0.9918 (0.00026),0.9801 (0.00224),0.9801 (0.00224),0.9825 (0.00336),0.9778 (0.00239),0.9602 (0.00448),0.9782 (0.00066),0.9783 (0.00064),0.9810 (0.00068),0.9756 (0.00166),0.9565 (0.00132)
n_estimators200 max_depth10 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9921 (0.00082),0.9921 (0.00081),0.9933 (0.00081),0.9910 (0.00167),0.9843 (0.00164),0.9790 (0.00237),0.9790 (0.00234),0.9821 (0.00236),0.9760 (0.00409),0.9580 (0.00474),0.9762 (0.00117),0.9763 (0.00114),0.9792 (0.00121),0.9735 (0.00242),0.9525 (0.00233)
n_estimators200 max_depth5 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9773 (0.00150),0.9772 (0.00149),0.9758 (0.00122),0.9787 (0.00185),0.9546 (0.00299),0.9716 (0.00030),0.9717 (0.00031),0.9726 (0.00108),0.9708 (0.00074),0.9433 (0.00060),0.9657 (0.00052),0.9656 (0.00054),0.9625 (0.00194),0.9687 (0.00162),0.9314 (0.00103)
n_estimators200 max_depth5 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9760 (0.00105),0.9760 (0.00106),0.9744 (0.00183),0.9776 (0.00103),0.9520 (0.00210),0.9713 (0.00208),0.9713 (0.00207),0.9718 (0.00223),0.9708 (0.00297),0.9426 (0.00416),0.9650 (0.00101),0.9649 (0.00101),0.9618 (0.00124),0.9680 (0.00141),0.9300 (0.00202)
n_estimators200 max_depth5 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9773 (0.00153),0.9773 (0.00152),0.9758 (0.00104),0.9789 (0.00213),0.9547 (0.00306),0.9717 (0.00060),0.9718 (0.00060),0.9726 (0.00079),0.9710 (0.00052),0.9435 (0.00119),0.9657 (0.00059),0.9656 (0.00060),0.9622 (0.00147),0.9690 (0.00121),0.9314 (0.00118)
n_estimators200 max_depth5 min_samples_leaf1 min_samples_split3 bootstrapTrue,0.9759 (0.00122),0.9759 (0.00124),0.9742 (0.00201),0.9775 (0.00107),0.9518 (0.00244),0.9716 (0.00185),0.9716 (0.00183),0.9717 (0.00179),0.9715 (0.00288),0.9432 (0.00371),0.9651 (0.00096),0.9650 (0.00096),0.9617 (0.00139),0.9682 (0.00158),0.9302 (0.00193)
n_estimators200 max_depth5 min_samples_leaf1 min_samples_split5 bootstrapFalse,0.9773 (0.00153),0.9773 (0.00152),0.9756 (0.00118),0.9790 (0.00199),0.9547 (0.00306),0.9717 (0.00030),0.9718 (0.00033),0.9726 (0.00149),0.9710 (0.00082),0.9435 (0.00060),0.9651 (0.00039),0.9649 (0.00037),0.9615 (0.00098),0.9684 (0.00127),0.9301 (0.00078)
n_estimators200 max_depth5 min_samples_leaf1 min_samples_split5 bootstrapTrue,0.9757 (0.00114),0.9757 (0.00115),0.9741 (0.00176),0.9772 (0.00109),0.9514 (0.00227),0.9717 (0.00163),0.9717 (0.00162),0.9720 (0.00196),0.9714 (0.00227),0.9434 (0.00325),0.9651 (0.00123),0.9650 (0.00124),0.9619 (0.00157),0.9681 (0.00160),0.9302 (0.00246)
n_estimators200 max_depth5 min_samples_leaf2 min_samples_split2 bootstrapFalse,0.9768 (0.00139),0.9768 (0.00139),0.9753 (0.00137),0.9782 (0.00142),0.9536 (0.00279),0.9714 (0.00039),0.9715 (0.00040),0.9722 (0.00052),0.9707 (0.00030),0.9429 (0.00079),0.9649 (0.00052),0.9648 (0.00052),0.9613 (0.00116),0.9683 (0.00100),0.9298 (0.00103)
n_estimators200 max_depth5 min_samples_leaf2 min_samples_split2 bootstrapTrue,0.9755 (0.00125),0.9754 (0.00127),0.9739 (0.00187),0.9770 (0.00127),0.9510 (0.00251),0.9713 (0.00187),0.9713 (0.00185),0.9716 (0.00207),0.9711 (0.00306),0.9427 (0.00374),0.9649 (0.00116),0.9648 (0.00115),0.9617 (0.00139),0.9679 (0.00186),0.9298 (0.00233)
n_estimators200 max_depth5 min_samples_leaf2 min_samples_split3 bootstrapFalse,0.9768 (0.00139),0.9768 (0.00139),0.9753 (0.00137),0.9782 (0.00142),0.9536 (0.00279),0.9714 (0.00039),0.9715 (0.00040),0.9722 (0.00052),0.9707 (0.00030),0.9429 (0.00079),0.9649 (0.00052),0.9648 (0.00052),0.9613 (0.00116),0.9683 (0.00100),0.9298 (0.00103)
n_estimators200 max_depth5 min_samples_leaf2 min_samples_split3 bootstrapTrue,0.9756 (0.00105),0.9755 (0.00106),0.9740 (0.00178),0.9771 (0.00107),0.9512 (0.00209),0.9714 (0.00171),0.9714 (0.00170),0.9716 (0.00215),0.9712 (0.00254),0.9427 (0.00342),0.9652 (0.00089),0.9651 (0.00089),0.9621 (0.00142),0.9682 (0.00160),0.9305 (0.00178)
n_estimators200 max_depth5 min_samples_leaf2 min_samples_split5 bootstrapFalse,0.9770 (0.00142),0.9770 (0.00141),0.9756 (0.00129),0.9783 (0.00182),0.9540 (0.00283),0.9715 (0.00026),0.9716 (0.00028),0.9726 (0.00108),0.9705 (0.00055),0.9431 (0.00052),0.9649 (0.00039),0.9648 (0.00040),0.9610 (0.00116),0.9686 (0.00093),0.9298 (0.00077)
n_estimators200 max_depth5 min_samples_leaf2 min_samples_split5 bootstrapTrue,0.9757 (0.00113),0.9756 (0.00114),0.9743 (0.00188),0.9770 (0.00108),0.9514 (0.00225),0.9717 (0.00158),0.9717 (0.00157),0.9721 (0.00220),0.9714 (0.00252),0.9434 (0.00315),0.9651 (0.00109),0.9650 (0.00109),0.9621 (0.00151),0.9679 (0.00167),0.9302 (0.00219)
n_estimators200 max_depth5 min_samples_leaf5 min_samples_split2 bootstrapFalse,0.9765 (0.00086),0.9765 (0.00086),0.9749 (0.00091),0.9781 (0.00103),0.9531 (0.00172),0.9720 (0.00054),0.9720 (0.00056),0.9736 (0.00166),0.9704 (0.00096),0.9439 (0.00108),0.9657 (0.00088),0.9656 (0.00088),0.9619 (0.00104),0.9693 (0.00106),0.9315 (0.00176)
n_estimators200 max_depth5 min_samples_leaf5 min_samples_split2 bootstrapTrue,0.9756 (0.00094),0.9756 (0.00095),0.9743 (0.00151),0.9768 (0.00115),0.9512 (0.00189),0.9714 (0.00158),0.9714 (0.00157),0.9715 (0.00190),0.9713 (0.00235),0.9428 (0.00317),0.9652 (0.00118),0.9651 (0.00117),0.9623 (0.00148),0.9680 (0.00187),0.9305 (0.00236)
n_estimators200 max_depth5 min_samples_leaf5 min_samples_split3 bootstrapFalse,0.9765 (0.00086),0.9765 (0.00086),0.9749 (0.00091),0.9781 (0.00103),0.9531 (0.00172),0.9720 (0.00054),0.9720 (0.00056),0.9736 (0.00166),0.9704 (0.00096),0.9439 (0.00108),0.9657 (0.00088),0.9656 (0.00088),0.9619 (0.00104),0.9693 (0.00106),0.9315 (0.00176)
n_estimators200 max_depth5 min_samples_leaf5 min_samples_split3 bootstrapTrue,0.9755 (0.00127),0.9755 (0.00129),0.9741 (0.00211),0.9769 (0.00131),0.9511 (0.00255),0.9716 (0.00158),0.9716 (0.00157),0.9718 (0.00226),0.9715 (0.00254),0.9432 (0.00316),0.9651 (0.00088),0.9649 (0.00089),0.9619 (0.00160),0.9680 (0.00137),0.9301 (0.00175)
n_estimators200 max_depth5 min_samples_leaf5 min_samples_split5 bootstrapFalse,0.9765 (0.00086),0.9765 (0.00086),0.9749 (0.00091),0.9781 (0.00103),0.9531 (0.00172),0.9720 (0.00054),0.9720 (0.00056),0.9736 (0.00166),0.9704 (0.00096),0.9439 (0.00108),0.9657 (0.00088),0.9656 (0.00088),0.9619 (0.00104),0.9693 (0.00106),0.9315 (0.00176)
n_estimators200 max_depth5 min_samples_leaf5 min_samples_split5 bootstrapTrue,0.9755 (0.00125),0.9755 (0.00127),0.9738 (0.00207),0.9771 (0.00103),0.9510 (0.00250),0.9718 (0.00168),0.9718 (0.00167),0.9717 (0.00228),0.9718 (0.00282),0.9436 (0.00337),0.9652 (0.00131),0.9650 (0.00130),0.9619 (0.00180),0.9682 (0.00208),0.9303 (0.00262)
n_estimators200 max_depth8 min_samples_leaf1 min_samples_split2 bootstrapFalse,0.9944 (0.00015),0.9943 (0.00015),0.9913 (0.00079),0.9975 (0.00052),0.9887 (0.00029),0.9788 (0.00225),0.9788 (0.00224),0.9793 (0.00265),0.9783 (0.00338),0.9576 (0.00451),0.9766 (0.00042),0.9766 (0.00041),0.9764 (0.00147),0.9769 (0.00155),0.9533 (0.00083)
n_estimators200 max_depth8 min_samples_leaf1 min_samples_split2 bootstrapTrue,0.9934 (0.00066),0.9934 (0.00066),0.9912 (0.00080),0.9955 (0.00081),0.9867 (0.00131),0.9787 (0.00268),0.9787 (0.00266),0.9802 (0.00272),0.9772 (0.00399),0.9574 (0.00535),0.9757 (0.00130),0.9757 (0.00129),0.9764 (0.00144),0.9750 (0.00221),0.9513 (0.00260)
n_estimators200 max_depth8 min_samples_leaf1 min_samples_split3 bootstrapFalse,0.9941 (0.00026),0.9941 (0.00026),0.9911 (0.00000),0.9971 (0.00052),0.9883 (0.00052),0.9798 (0.00338),0.9798 (0.00338),0.9810 (0.00390),0.9785 (0.00322),0.9595 (0.00676),0.9765 (0.00125),0.9766 (0.00126),0.9769 (0.00181),0.9762 (0.00118),0.9531 (0.00251)
